element,id,name,geometry,type,latitude,longitude
node,5955171332,Перекрёсток,POINT (70.8371386 66.8657119),,66.8657119,70.8371386
node,5957466248,Тура,POINT (70.8467824 66.8576072),,66.8576072,70.8467824
node,5957466388,ЯЛЭМД,POINT (70.844556 66.8591566),,66.8591566,70.844556
node,5957632594,"Кафе ""АЙС""",POINT (70.8391887 66.8662097),cafe,66.8662097,70.8391887
node,5958042477,Ямальские Олени,POINT (70.8388284 66.8634375),,66.8634375,70.8388284
node,5958042753,Овощная Лавка,POINT (70.8373789 66.8626767),,66.8626767,70.8373789
node,5958042775,Жар-Пицца,POINT (70.8411967 66.8613105),cafe,66.8613105,70.8411967
node,5958043097,Центр национальных культур,POINT (70.8411494 66.8609695),community_centre,66.8609695,70.8411494
node,5958296471,Белая Медведица,POINT (70.8344894 66.8687601),,66.8687601,70.8344894
node,5958296473,Завхоз,POINT (70.8340978 66.8678065),,66.8678065,70.8340978
node,5958296482,Фруктовый Рай,POINT (70.8298036 66.8697139),,66.8697139,70.8298036
node,5958296483,Cicilia,POINT (70.8311949 66.8695369),,66.8695369,70.8311949
node,5959718668,Ямальский,POINT (70.8365105 66.8627999),,66.8627999,70.8365105
node,5959718694,Вавилон,POINT (70.8373909 66.8619396),,66.8619396,70.8373909
node,5959718745,Градусник,POINT (70.8366341 66.8619591),pharmacy,66.8619591,70.8366341
node,5959719031,ИТД,POINT (70.8371073 66.8614554),,66.8614554,70.8371073
node,6568687418,Яр-Сале,POINT (70.83653 66.865563),,66.865563,70.83653
node,6800436089,Глобус Знаний,POINT (70.8454496 66.8606333),,66.8606333,70.8454496
node,6800436132,В. И. Ленину,POINT (70.8406053 66.8603225),,66.8603225,70.8406053
node,8365454620,"Магазин-СТО ""ЛИДЕР""",POINT (70.828086 66.869715),,66.869715,70.828086
node,8629857343,Поликлиника,POINT (70.8401495 66.8597395),doctors,66.8597395,70.8401495
node,8646216907,Ялэмд,POINT (70.844429 66.8590927),restaurant,66.8590927,70.844429
node,8646216908,Арктика,POINT (70.8391632 66.8664601),,66.8664601,70.8391632
relation,1761331,муниципальный округ Ямальский район,"POLYGON ((65.3819442 69.7255413, 65.6006426 69.8098351, 65.7424786 69.8643239, 65.9721015 69.952239, 66.1165926 70.007371, 66.2761393 70.0680788, 66.3864673 70.1099553, 66.357846 70.186985, 66.3210136 70.2856922, 66.2570233 70.3046836, 66.1858069 70.3285524, 66.1334714 70.349815, 66.0949021 70.3697586, 66.0605288 70.39189, 66.0400423 70.4093659, 66.0197675 70.4208227, 65.9893952 70.4404828, 65.9337113 70.4818992, 65.895116 70.5156726, 65.867817 70.5482416, 65.8455062 70.5842548, 65.8335591 70.6120525, 65.8239841 70.6506647, 65.8227076 70.667692, 65.8175008 70.6844933, 65.8152894 70.70487, 65.8203602 70.7344487, 65.8414877 70.7995917, 65.8506634 70.8217583, 65.8500407 70.8351107, 65.853211 70.8510986, 65.8602876 70.8669514, 65.871234 70.8825666, 65.8985905 70.9109678, 65.9646947 70.9964413, 65.9922245 71.0232176, 66.0817278 71.0998723, 66.1119278 71.1238998, 66.1270065 71.1441281, 66.1551708 71.1697408, 66.1870502 71.1905627, 66.2292266 71.2117906, 66.2496937 71.2269865, 66.2739332 71.2480265, 66.2892717 71.2642065, 66.330249 71.3192512, 66.3432825 71.3332677, 66.3736839 71.3574477, 66.4163061 71.3820175, 66.4535242 71.3987067, 66.4806778 71.4089067, 66.509942 71.4184995, 66.5742673 71.43569, 66.6453377 71.4499624, 66.6995706 71.4583305, 66.7531556 71.4646911, 66.8151333 71.4698866, 66.9236349 71.492352, 67.0127414 71.5131277, 67.0356981 71.5205884, 67.0592437 71.5335842, 67.0958617 71.5501324, 67.1607343 71.573099, 67.2235354 71.5901118, 67.2859367 71.6034438, 67.3255013 71.6109229, 67.3648816 71.6205275, 67.4068899 71.6343754, 67.4757727 71.6524457, 67.4961544 71.6588223, 67.5241753 71.667867, 67.5925331 71.6958234, 67.6064749 71.7059777, 67.6338713 71.7223132, 67.6657384 71.7388444, 67.7142627 71.7593272, 67.7436803 71.784852, 67.7623723 71.7979376, 67.8173345 71.8307292, 67.8636287 71.8656003, 67.895221 71.8918378, 67.9070478 71.9043591, 67.9295043 71.9348375, 67.9389046 71.9522858, 67.9493485 71.9662026, 67.97566 72.0124218, 68.0200538 72.0822411, 68.0279208 72.0969781, 68.0497752 72.1507266, 68.0634392 72.1692508, 68.0799308 72.1848031, 68.0890053 72.1982535, 68.1351606 72.292374, 68.1586206 72.3601888, 68.1888636 72.4472398, 68.2217638 72.5005808, 68.2548063 72.5364877, 68.2926572 72.5834647, 68.3058765 72.6128536, 68.313977 72.6494777, 68.3158137 72.6690928, 68.3210234 72.6832185, 68.3351528 72.7041102, 68.3627546 72.7350668, 68.3972013 72.7649577, 68.4171984 72.7779878, 68.44709 72.7942011, 68.5072476 72.8209321, 68.6127448 72.8619058, 68.6500903 72.9090208, 68.728321 72.9926111, 68.7454887 73.0071505, 68.765067 73.020404, 68.7887585 73.0336278, 68.8665256 73.0911835, 68.9361953 73.1425853, 69.0572518 73.2315392, 69.1752412 73.3178006, 69.2985681 73.4075033, 69.376801 73.4641634, 69.4700853 73.5082509, 69.6184345 73.5476883, 69.6635788 73.5540273, 69.7254039 73.5654117, 69.7858065 73.5743888, 69.8640423 73.5929441, 69.9413818 73.6077702, 70.019914 73.6197118, 70.0817726 73.6273097, 70.1375045 73.632677, 70.1947635 73.6370433, 70.424167 73.650798, 70.5020139 73.6598131, 70.5440604 73.6638918, 70.6716403 73.6726186, 70.7531957 73.6758482, 70.833967 73.6768558, 70.8981843 73.6762607, 70.9847997 73.6731475, 71.0715784 73.6676996, 71.179186 73.65786, 71.3028484 73.6431702, 71.3969739 73.629685, 71.4698141 73.6173266, 71.5761939 73.5962477, 71.6750535 73.5741152, 71.7604671 73.5519292, 71.8003969 73.5396544, 71.8365104 73.5264712, 71.8685591 73.5124739, 72.0111619 73.4440693, 72.1088887 73.3970318, 72.2102809 73.3381244, 72.4809379 73.3260393, 72.7822389 73.3125759, 73.0898076 73.2988215, 73.1959561 73.2246866, 73.2857099 73.1617525, 73.3841257 73.0924813, 73.5135173 73.0009863, 73.6590952 72.8974712, 73.7815412 72.8099311, 73.864982 72.7500281, 73.8476783 72.7083257, 73.8127699 72.6238974, 73.7722825 72.5254757, 73.7435472 72.4552948, 73.7081461 72.3684586, 73.6665719 72.2659489, 73.6446779 72.2117332, 73.4787189 72.1046373, 73.3385269 72.0136836, 73.2229716 71.9383777, 73.1176287 71.8694616, 72.9750937 71.7758095, 72.9124907 71.7345289, 72.850291 71.6550546, 72.7942642 71.5831818, 72.7475704 71.5230742, 72.6744069 71.4285118, 72.6273913 71.3674988, 72.7535201 71.2971616, 72.8752994 71.229007, 73.0397673 71.1365814, 73.1754674 71.0599923, 73.255906 71.0144515, 73.3184742 70.9124119, 73.3645323 70.8369607, 73.3941108 70.7883546, 73.4384787 70.7152228, 73.4826896 70.6420835, 73.4433041 70.5714627, 73.3889189 70.4735391, 73.3418554 70.3884162, 73.2859403 70.2868199, 73.255906 70.23204, 73.23982 70.1588934, 73.216528 70.0525194, 73.1980901 69.9679261, 73.1767726 69.8696926, 73.1604306 69.7940738, 73.1433958 69.7149598, 73.1327948 69.6655766, 73.1413259 69.5901438, 73.1473805 69.5364458, 73.156657 69.4539099, 73.164706 69.3820381, 73.1752442 69.2875761, 73.1817391 69.2291507, 73.1895977 69.1582483, 73.1975902 69.0859003, 73.3421272 69.0319957, 73.460352 68.9878056, 73.6617001 68.9123408, 73.7937071 68.8627246, 73.8115758 68.8170574, 73.8296671 68.7707257, 73.8446575 68.7322619, 73.8618226 68.6881367, 73.8877395 68.6213481, 73.9053928 68.5757409, 73.941571 68.4819851, 73.9556955 68.4452753, 73.9452137 68.3732772, 73.9346473 68.3004666, 73.9263081 68.2428386, 73.9153042 68.1665729, 73.9013503 68.0694963, 73.886469 67.9655152, 73.8686454 67.8403593, 73.8585025 67.768835, 73.715168 67.6665671, 73.5136983 67.5220653, 73.3526696 67.4059324, 73.255906 67.3358738, 73.1221893 67.2617687, 73.000796 67.1942944, 72.8894766 67.132253, 72.7176673 67.0361853, 72.6325212 66.9884343, 72.545972 66.9398001, 72.3754971 66.8437217, 72.181217 66.7337658, 72.0406643 66.6539105, 71.8887246 66.5672946, 71.6067632 66.5262203, 71.3123747 66.4832633, 70.8973561 66.422578, 70.4831495 66.4342169, 70.0728558 66.4457405, 69.9856665 66.5290431, 69.843749 66.5505531, 69.7411667 66.5924334, 69.7010027 66.5512564, 69.6107946 66.5774845, 69.6113034 66.598163, 69.3347884 66.5988502, 69.1692073 66.5992617, 69.0779888 66.5372943, 69.0544425 66.5529567, 68.9871596 66.5993524, 69.0262465 66.6717292, 69.0914538 66.6717048, 69.026296 66.7182578, 69.1094969 66.7714717, 69.1705941 66.8008849, 69.3278425 66.7954671, 69.3299511 66.8244762, 69.3353061 66.8979933, 69.3392202 66.9515892, 69.3440626 67.017733, 69.2913421 67.0333472, 69.3579739 67.0642296, 69.2654932 67.0902585, 69.3594291 67.1624496, 69.4272375 67.2346576, 69.3608972 67.2606683, 69.3752258 67.3226699, 69.3218555 67.338294, 69.3008331 67.3992797, 69.2832683 67.4501156, 69.257396 67.5247977, 69.2362511 67.5856598, 69.2166844 67.6418399, 69.1908317 67.7158635, 69.0763864 67.7593394, 68.9858767 67.7936655, 68.9180983 67.8193377, 68.8357712 67.8554597, 68.7801434 67.9432692, 68.6835303 67.9689571, 68.6282978 67.9791799, 68.6160092 67.9848683, 68.5727308 68.0048906, 68.6272176 68.0463754, 68.5993232 68.0618172, 68.6128854 68.0773567, 68.5709111 68.1030983, 68.6535258 68.134306, 68.6379722 68.1390758, 68.5698498 68.1599549, 68.5555691 68.1805933, 68.3873349 68.2369172, 68.3601607 68.3484945, 68.3353979 68.4496964, 68.3048778 68.5738081, 68.2793584 68.6770607, 68.1771409 68.7149151, 68.0301532 68.7692371, 67.7119834 68.88637, 67.3880092 69.0050059, 67.1731786 69.0833233, 66.9693269 69.1573802, 66.7733287 69.2283478, 66.5556686 69.3068881, 66.3121863 69.3944096, 66.1095255 69.4669873, 65.7529626 69.5940878, 65.524685 69.6750638, 65.3819442 69.7255413))",,70.15245930584278,70.37658527140671
relation,10052503,Ярсалинский Сор,"POLYGON ((70.7840109 66.8890691, 70.7845258 66.8887238, 70.7847404 66.8884543, 70.7853627 66.8883785, 70.7859743 66.888408, 70.7865965 66.8883111, 70.7865643 66.8883701, 70.7861245 66.8884669, 70.7854056 66.8885722, 70.7853627 66.8887406, 70.7848048 66.8889259, 70.7846546 66.8893134, 70.7851481 66.890543, 70.7854056 66.8911957, 70.7865858 66.8917557, 70.7879805 66.8921684, 70.7893968 66.8923915, 70.7905341 66.8923031, 70.7917893 66.8922315, 70.7926369 66.8921094, 70.7941604 66.8922147, 70.7951689 66.8920715, 70.7961452 66.8920589, 70.7975829 66.8918526, 70.7994068 66.8917262, 70.800662 66.8915115, 70.8009517 66.891541, 70.8012199 66.8914189, 70.8015203 66.8915157, 70.8015954 66.8913936, 70.8018851 66.8912883, 70.8021212 66.8910777, 70.8026254 66.8910062, 70.8031404 66.8907999, 70.8031618 66.8906946, 70.8034301 66.8906146, 70.8037734 66.8902777, 70.8048463 66.8898482, 70.8049965 66.8896797, 70.8055115 66.8894987, 70.8055866 66.8892755, 70.8060801 66.8891618, 70.8071637 66.8886438, 70.8079791 66.8882479, 70.8083224 66.8880247, 70.808258 66.88789, 70.8090198 66.8873846, 70.8094811 66.8871024, 70.8101249 66.8868666, 70.8101892 66.886677, 70.8111763 66.8864791, 70.811981 66.8860369, 70.813601 66.8854683, 70.8147812 66.8849207, 70.8153605 66.8848239, 70.8173883 66.8834676, 70.8180213 66.8829621, 70.8181716 66.8823007, 70.8183968 66.8823387, 70.8184934 66.8825198, 70.8191907 66.8822881, 70.8195126 66.8819132, 70.8204031 66.8812772, 70.820049 66.8811634, 70.8206499 66.8807422, 70.8204675 66.8806158, 70.8207035 66.8805399, 70.8208859 66.8805989, 70.8211648 66.8804641, 70.8215403 66.8801355, 70.8214438 66.8799881, 70.8234501 66.8782354, 70.8236861 66.8775783, 70.8239865 66.8740726, 70.8238578 66.8728928, 70.8233213 66.8723955, 70.8236646 66.8721427, 70.8239651 66.8717212, 70.8237076 66.8713504, 70.8238149 66.8711987, 70.82448 66.8711017, 70.8250273 66.8705938, 70.8249146 66.8701451, 70.8252257 66.8696267, 70.8252901 66.8693064, 70.824936 66.8688554, 70.8244586 66.8684845, 70.8247697 66.8677764, 70.8246517 66.8675615, 70.8249736 66.867435, 70.8250916 66.8672159, 70.8247054 66.8667986, 70.8249092 66.8665035, 70.8246302 66.8662422, 70.8246303 66.8660989, 70.8248234 66.8659218, 70.8251023 66.8657574, 70.825113 66.8655973, 70.8253062 66.8655256, 70.8256602 66.8654624, 70.8259714 66.8654413, 70.8263039 66.8654834, 70.8265614 66.8655088, 70.8267278 66.865454, 70.8268404 66.8652853, 70.8270013 66.8651863, 70.8275968 66.864946, 70.8276488 66.8648568, 70.8276829 66.8647499, 70.8275476 66.864646, 70.827515 66.864519, 70.8269155 66.8642398, 70.8239329 66.8628235, 70.8213519 66.8618546, 70.820843 66.8617231, 70.8201134 66.8619171, 70.8181929 66.8622501, 70.8167016 66.8625747, 70.8142662 66.8631902, 70.8119918 66.8638942, 70.8093738 66.8624736, 70.8081078 66.8611666, 70.8066273 66.8605342, 70.8024001 66.8606017, 70.8021426 66.8604836, 70.8010912 66.8603403, 70.797894 66.8608799, 70.795877 66.8609896, 70.7941603 66.8608209, 70.791607 66.8608799, 70.789075 66.8616051, 70.787723 66.8617063, 70.7867574 66.8620604, 70.7779813 66.8620182, 70.7755565 66.8622291, 70.7724237 66.863342, 70.7722091 66.8639153, 70.7711792 66.8647247, 70.7714366 66.8652305, 70.7711363 66.8663265, 70.7708895 66.8667648, 70.7709646 66.8670852, 70.7705033 66.8673676, 70.7704282 66.8675615, 70.7701707 66.8676416, 70.7699561 66.8679029, 70.7696342 66.8679577, 70.7696879 66.8682485, 70.7705676 66.8685477, 70.7702136 66.8689481, 70.7704067 66.8694623, 70.787487 66.8726821, 70.7882457 66.8725669, 70.7893753 66.8723955, 70.7922935 66.8728506, 70.7982158 66.8730866, 70.8037948 66.8718561, 70.8058977 66.8719404, 70.8071851 66.8723112, 70.8080005 66.8721427, 70.8113479 66.8726315, 70.8140301 66.8737777, 70.8144164 66.8748901, 70.8154678 66.8748395, 70.8169055 66.874966, 70.8189225 66.8762132, 70.8188796 66.8773086, 70.817914 66.8779153, 70.8168411 66.8784125, 70.8161115 66.8784546, 70.8154678 66.8787748, 70.8144164 66.8789264, 70.8130646 66.8794994, 70.8120775 66.8796426, 70.8109188 66.8795921, 70.8106184 66.8798533, 70.8084082 66.8798617, 70.8059406 66.8800808, 70.8054471 66.8803167, 70.8037734 66.8804178, 70.8027005 66.8802746, 70.8007264 66.8805863, 70.7995033 66.8806621, 70.7973146 66.8804768, 70.7953405 66.8804178, 70.7952869 66.8806326, 70.7949543 66.8806242, 70.7946002 66.8804768, 70.793876 66.8804873, 70.7936346 66.8804662, 70.7933664 66.880502, 70.79283 66.8803209, 70.7921326 66.8802998, 70.7915532 66.8804178, 70.79077 66.880224, 70.789547 66.8801819, 70.78915 66.8802661, 70.7884312 66.8802198, 70.7881307 66.8803293, 70.7876909 66.8802914, 70.7868433 66.8804852, 70.786339 66.8805442, 70.7861674 66.8806874, 70.7840967 66.8810707, 70.7837856 66.8812435, 70.7832384 66.8812308, 70.7829809 66.8813951, 70.7825839 66.8813319, 70.781554 66.881353, 70.7807708 66.8816436, 70.7799554 66.8818248, 70.7798159 66.882166, 70.7805884 66.882524, 70.7805884 66.8826504, 70.7809961 66.8827684, 70.7815754 66.8833496, 70.7816934 66.8838088, 70.7825947 66.8858431, 70.7818651 66.8863317, 70.7813609 66.8863191, 70.7805562 66.8864833, 70.780127 66.8864243, 70.7793867 66.8860537, 70.7784748 66.8857589, 70.7780885 66.8853377, 70.7784104 66.8849081, 70.7782441 66.8842889, 70.7778954 66.8849544, 70.7776379 66.8849839, 70.7772732 66.8848491, 70.7769728 66.8843058, 70.7767475 66.8841499, 70.7768547 66.8838467, 70.7765865 66.8833539, 70.7763612 66.8832359, 70.7760823 66.8829116, 70.7757926 66.8828526, 70.7757068 66.8827262, 70.7754385 66.8826083, 70.7749557 66.8826083, 70.7744247 66.8828526, 70.7746232 66.8832148, 70.7741082 66.8837245, 70.7738507 66.8837519, 70.7736629 66.8836508, 70.7734269 66.8836677, 70.7731962 66.8837203, 70.7729441 66.8836655, 70.7727832 66.8837372, 70.7727724 66.8838719, 70.7724452 66.8840046, 70.7723755 66.8842173, 70.7719195 66.8841605, 70.7718927 66.8842342, 70.7714045 66.8843037, 70.7713079 66.8842237, 70.7715654 66.883813, 70.7712811 66.8837308, 70.7710075 66.8836992, 70.7708037 66.8840236, 70.7705569 66.8839899, 70.7705462 66.8837245, 70.7701063 66.8835982, 70.7695806 66.8836613, 70.7692373 66.8836487, 70.7691514 66.8835855, 70.7686257 66.8836024, 70.7684755 66.8837793, 70.7676601 66.8838719, 70.7659864 66.8844111, 70.7654714 66.884807, 70.7653427 66.8851019, 70.764656 66.8854135, 70.764656 66.8856747, 70.7643556 66.8859948, 70.7638621 66.8860874, 70.7635832 66.8869382, 70.7631755 66.8870392, 70.762639 66.8874772, 70.7624244 66.8882774, 70.7627249 66.888707, 70.7643556 66.8896166, 70.7640338 66.8898271, 70.7633162 66.8898724, 70.7628321 66.8899029, 70.7621884 66.8903998, 70.7626176 66.8907283, 70.7635618 66.8908209, 70.7683682 66.8910904, 70.7693553 66.8915031, 70.7693982 66.8917389, 70.7703423 66.8918399, 70.7715869 66.892741, 70.773046 66.8929937, 70.7747197 66.8928168, 70.7744407 66.89264, 70.7745909 66.8922357, 70.7748484 66.8920084, 70.775342 66.8916968, 70.7744837 66.8912841, 70.7731318 66.8912167, 70.7734966 66.8909051, 70.774033 66.8908041, 70.7743335 66.890602, 70.7757067 66.8903577, 70.7762861 66.8900293, 70.7782388 66.8897766, 70.776608 66.8904167, 70.7777023 66.8906862, 70.7818222 66.8898861, 70.7833886 66.889187, 70.7836523 66.889137, 70.7840109 66.8890691), (70.812339 66.8642721, 70.8121848 66.8645223, 70.8118039 66.864828, 70.8116323 66.8649354, 70.8116054 66.8650198, 70.8120024 66.8649144, 70.8125389 66.8645097, 70.8128714 66.8642863, 70.8135044 66.8641556, 70.8139336 66.8640081, 70.8141911 66.8639153, 70.8149207 66.863713, 70.8151567 66.863949, 70.8153498 66.8641598, 70.8155751 66.8642778, 70.8162296 66.8645055, 70.8167767 66.8647753, 70.8172274 66.8649607, 70.8182359 66.8651125, 70.8188903 66.8652179, 70.8191585 66.8654286, 70.8190083 66.8656816, 70.8181393 66.8658333, 70.8175814 66.8661115, 70.8180749 66.8662464, 70.8196735 66.8664824, 70.8204996 66.866866, 70.820564 66.8672159, 70.8200276 66.8674013, 70.8179998 66.8677511, 70.8163261 66.8679113, 70.8153713 66.8677259, 70.8136332 66.8673254, 70.8118415 66.8675151, 70.8108973 66.8672875, 70.8108973 66.8664909, 70.8095884 66.8667269, 70.8085906 66.8665794, 70.8087301 66.8664234, 70.8083975 66.8663686, 70.8082688 66.8664909, 70.8066916 66.8662337, 70.8062088 66.8667227, 70.8060801 66.8671695, 70.8053827 66.8674898, 70.8040738 66.8677891, 70.802722 66.8676205, 70.8026469 66.86714, 70.8029473 66.8668829, 70.8028185 66.866748, 70.8030546 66.8665119, 70.8033013 66.8663813, 70.8034086 66.8657406, 70.8033228 66.865142, 70.8039021 66.8650956, 70.8049858 66.8651926, 70.8048677 66.8646994, 70.8043098 66.8643622, 70.8046639 66.8639659, 70.8045673 66.8636497, 70.8047068 66.8630553, 70.8048141 66.8629162, 70.8052754 66.8629541, 70.8053613 66.8627602, 70.8058011 66.8623091, 70.8056939 66.861955, 70.8056509 66.8614364, 70.8058011 66.8613353, 70.8061874 66.8613648, 70.8066487 66.8613774, 70.8070457 66.861428, 70.8074212 66.8615629, 70.8078698 66.8618301, 70.8082084 66.8621474, 70.8088414 66.8626701, 70.8093135 66.8629568, 70.8100001 66.8633573, 70.8104507 66.8636819, 70.8109335 66.8639685, 70.8113412 66.8641245, 70.8117811 66.8642046, 70.812339 66.8642721), (70.8209181 66.8622754, 70.8214009 66.8621363, 70.821594 66.8621574, 70.8223557 66.8624314, 70.8230746 66.8626886, 70.8237827 66.8630005, 70.8245551 66.8633504, 70.8251881 66.8636287, 70.8256388 66.8638984, 70.8261645 66.8642694, 70.8267975 66.8645814, 70.8271837 66.8647837, 70.827173 66.8648427, 70.8268082 66.8650872, 70.8266687 66.8650956, 70.8266473 66.8649882, 70.8265239 66.8648511, 70.8264005 66.8647753, 70.8260626 66.8646572, 70.8257675 66.8645983, 70.8252633 66.8646024, 70.8249468 66.8645877, 70.8247697 66.8645392, 70.8246892 66.8644338, 70.824523 66.8642526, 70.8240509 66.8640755, 70.8234822 66.8640165, 70.8230209 66.8640629, 70.8223235 66.864261, 70.8217764 66.864105, 70.8214867 66.8642526, 70.8212507 66.864202, 70.8206606 66.8643031, 70.8197486 66.8644422, 70.8188367 66.8644886, 70.8179462 66.8643748, 70.816884 66.8641935, 70.8164227 66.8640081, 70.8162081 66.8637172, 70.8160579 66.8635401, 70.8163369 66.863401, 70.816412 66.8631776, 70.8176029 66.8628909, 70.8184504 66.8627096, 70.819298 66.8625747, 70.8199739 66.862444, 70.8209181 66.8622754))",,66.87640731109991,70.7954604783257
